Long/Short	Symbol	Shares	Entry Signal	Entry Bar	Entry Date	Entry Price	Exit Signal	Exit Bar	Exit Date	Exit Price	% Change	Net Profit	Bars Held	Profit/Bar	Cum Profit	MAE	MAE %	MFE	MFE %
Короткая	RTS_M1_2008_2015	1	Short pos 1	53765	10.02.2012 21:15	160050	close1 by rsi	53767	10.02.2012 21:45	160140	-0,06	-90	2	-45	292873,478	-90	-0,06%	85	0,05%
Короткая	RTS_M1_2008_2015	2	Short pos 2	53765	10.02.2012 21:15	160050	close2 by rsi	53767	10.02.2012 21:45	160140	-0,06	-180	2	-90	292693,478	-90	-0,06%	85	0,05%
Длинная	RTS_M1_2008_2015	1	Long pos 1	53775	10.02.2012 23:45	159790	close1 by tp	53777	13.02.2012 10:15	162485	1,69	2695	2	1347,5	295388,478	-90	-0,06%	2695	1,69%
Длинная	RTS_M1_2008_2015	2	Long pos 2	53775	10.02.2012 23:45	159790	Close by trail	53813	13.02.2012 19:15	163998,005	2,63	8416,01	38	221,47395	303804,488	-90	-0,06%	5130	3,21%
Короткая	RTS_M1_2008_2015	1	Short pos 1	53787	13.02.2012 12:45	163580	close1 by sl	53795	13.02.2012 14:45	164590	-0,62	-1010	8	-126,25	302794,488	-1010	-0,62%	210	0,13%
Короткая	RTS_M1_2008_2015	2	Short pos 2	53787	13.02.2012 12:45	163580	close2 by sl	53795	13.02.2012 14:45	164590	-0,62	-2020	8	-252,5	300774,488	-1010	-0,62%	210	0,13%
Длинная	RTS_M1_2008_2015	1	Long pos 1	53874	14.02.2012 20:30	163730	close1 by rsi	53880	14.02.2012 22:00	163440	-0,18	-290	6	-48,33333	300484,488	-290	-0,18%	255	0,16%
Длинная	RTS_M1_2008_2015	2	Long pos 2	53874	14.02.2012 20:30	163730	close2 by rsi	53880	14.02.2012 22:00	163440	-0,18	-580	6	-96,66667	299904,488	-290	-0,18%	255	0,16%
Длинная	RTS_M1_2008_2015	1	Long pos 1	53938	15.02.2012 22:30	165135	close1 by sl	53941	15.02.2012 23:15	164135	-0,61	-1000	3	-333,33333	298904,488	-1000	-0,61%	240	0,15%
Длинная	RTS_M1_2008_2015	2	Long pos 2	53938	15.02.2012 22:30	165135	close2 by sl	53941	15.02.2012 23:15	164135	-0,61	-2000	3	-666,66667	296904,488	-1000	-0,61%	240	0,15%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54002	17.02.2012 10:30	165725	close1 by rsi	54004	17.02.2012 11:00	166355	-0,38	-630	2	-315	296274,488	-630	-0,38%	30	0,02%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54002	17.02.2012 10:30	165725	close2 by rsi	54004	17.02.2012 11:00	166355	-0,38	-1260	2	-630	295014,488	-630	-0,38%	30	0,02%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54046	17.02.2012 21:30	165240	close1 by sl	54056	20.02.2012 10:00	166240	-0,61	-1000	10	-100	294014,488	-1000	-0,61%	115	0,07%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54046	17.02.2012 21:30	165240	close2 by sl	54056	20.02.2012 10:00	166240	-0,61	-2000	10	-200	292014,488	-1000	-0,61%	115	0,07%
Длинная	RTS_M1_2008_2015	1	Long pos 1	54083	20.02.2012 16:45	167285	close1 by tp	54096	20.02.2012 20:00	167505	0,13	220	13	16,92308	292234,488	-185	-0,11%	505	0,30%
Длинная	RTS_M1_2008_2015	2	Long pos 2	54083	20.02.2012 16:45	167285	Close by trail	54109	20.02.2012 23:15	167289,752	0	9,504	26	0,36554	292243,992	-185	-0,11%	505	0,30%
Длинная	RTS_M1_2008_2015	1	Long pos 1	54209	22.02.2012 20:15	163285	close1 by rsi	54211	22.02.2012 20:45	162720	-0,35	-565	2	-282,5	291678,992	-630	-0,39%	105	0,06%
Длинная	RTS_M1_2008_2015	2	Long pos 2	54209	22.02.2012 20:15	163285	close2 by rsi	54211	22.02.2012 20:45	162720	-0,35	-1130	2	-565	290548,992	-630	-0,39%	105	0,06%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54220	22.02.2012 23:00	163415	close1 by rsi	54221	22.02.2012 23:15	163600	-0,11	-185	1	-185	290363,992	-185	-0,11%	80	0,05%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54220	22.02.2012 23:00	163415	close2 by rsi	54221	22.02.2012 23:15	163600	-0,11	-370	1	-370	289993,992	-185	-0,11%	80	0,05%
Длинная	RTS_M1_2008_2015	1	Long pos 1	54389	28.02.2012 23:15	171785	close1 by rsi	54390	28.02.2012 23:30	171685	-0,06	-100	1	-100	289893,992	-100	-0,06%	195	0,11%
Длинная	RTS_M1_2008_2015	2	Long pos 2	54389	28.02.2012 23:15	171785	close2 by rsi	54390	28.02.2012 23:30	171685	-0,06	-200	1	-200	289693,992	-100	-0,06%	195	0,11%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54395	29.02.2012 10:45	172540	close1 by rsi	54396	29.02.2012 11:00	172650	-0,06	-110	1	-110	289583,992	-110	-0,06%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54395	29.02.2012 10:45	172540	close2 by rsi	54396	29.02.2012 11:00	172650	-0,06	-220	1	-220	289363,992	-110	-0,06%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	54437	29.02.2012 21:15	172290	close1 by tp	54447	29.02.2012 23:45	172430	0,08	140	10	14	289503,992	-355	-0,21%	140	0,08%
Длинная	RTS_M1_2008_2015	2	Long pos 2	54437	29.02.2012 21:15	172290	Close by trail	54448	01.03.2012 10:00	172131,042	-0,09	-317,916	11	-28,90145	289186,076	-158,958	-0,09%	455	0,26%
Длинная	RTS_M1_2008_2015	1	Long pos 1	54450	01.03.2012 10:30	170870	close1 by rsi	54451	01.03.2012 10:45	170595	-0,16	-275	1	-275	288911,076	-275	-0,16%	165	0,10%
Длинная	RTS_M1_2008_2015	2	Long pos 2	54450	01.03.2012 10:30	170870	close2 by rsi	54451	01.03.2012 10:45	170595	-0,16	-550	1	-550	288361,076	-275	-0,16%	165	0,10%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54503	01.03.2012 23:45	173730	close1 by tp	54506	02.03.2012 10:30	173125	0,35	605	3	201,66667	288966,076	-420	-0,24%	770	0,44%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54503	01.03.2012 23:45	173730	Close by trail	54535	02.03.2012 17:45	172017,765	0,99	3424,47	32	107,01469	292390,546	-420	-0,24%	2850	1,64%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54540	02.03.2012 19:00	173215	close1 by rsi	54541	02.03.2012 19:15	174005	-0,46	-790	1	-790	291600,546	-790	-0,46%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54540	02.03.2012 19:00	173215	close2 by rsi	54541	02.03.2012 19:15	174005	-0,46	-1580	1	-1580	290020,546	-790	-0,46%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54612	05.03.2012 23:00	174660	close1 by tp	54615	05.03.2012 23:45	174425	0,13	235	3	78,33333	290255,546	-90	-0,05%	235	0,13%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54612	05.03.2012 23:00	174660	Close by trail	54619	06.03.2012 10:45	173736,647	0,53	1846,706	7	263,81514	292102,252	-90	-0,05%	1690	0,97%
Длинная	RTS_M1_2008_2015	1	Long pos 1	54620	06.03.2012 11:00	173780	close1 by sl	54621	06.03.2012 11:15	172800	-0,56	-980	1	-980	291122,252	-980	-0,56%	70	0,04%
Длинная	RTS_M1_2008_2015	2	Long pos 2	54620	06.03.2012 11:00	173780	close2 by sl	54621	06.03.2012 11:15	172800	-0,56	-1960	1	-1960	289162,252	-980	-0,56%	70	0,04%
Длинная	RTS_M1_2008_2015	1	Long pos 1	54784	12.03.2012 10:00	167050	close1 by rsi	54785	12.03.2012 10:15	165410	-0,98	-1640	1	-1640	287522,252	-1640	-0,98%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	54784	12.03.2012 10:00	167050	close2 by rsi	54785	12.03.2012 10:15	165410	-0,98	-3280	1	-3280	284242,252	-1640	-0,98%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54842	13.03.2012 10:30	168070	close1 by tp	54849	13.03.2012 12:15	167715	0,21	355	7	50,71429	284597,252	-530	-0,32%	355	0,21%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54842	13.03.2012 10:30	168070	Close by trail	54862	13.03.2012 15:30	168587,443	-0,31	-1034,886	20	-51,7443	283562,366	-517,443	-0,31%	565	0,34%
Короткая	RTS_M1_2008_2015	1	Short pos 1	54885	13.03.2012 21:15	169505	close1 by tp	54891	13.03.2012 22:45	169000	0,3	505	6	84,16667	284067,366	-65	-0,04%	505	0,30%
Короткая	RTS_M1_2008_2015	2	Short pos 2	54885	13.03.2012 21:15	169505	Close by trail	54892	13.03.2012 23:00	169570,082	-0,04	-130,164	7	-18,59486	283937,202	-65,082	-0,04%	780	0,46%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55006	15.03.2012 23:30	170645	close1 by tp	55008	16.03.2012 10:00	170275	0,22	370	2	185	284307,202	0	0,00%	515	0,30%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55006	15.03.2012 23:30	170645	Close by trail	55030	16.03.2012 15:30	169904,045	0,43	1481,91	24	61,74625	285789,112	-365	-0,21%	1795	1,05%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55030	16.03.2012 15:30	169475	close1 by tp	55058	16.03.2012 22:30	169655	0,11	180	28	6,42857	285969,112	-710	-0,42%	755	0,45%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55030	16.03.2012 15:30	169475	Close by trail	55061	16.03.2012 23:15	169221,119	-0,15	-507,762	31	-16,37942	285461,35	-710	-0,42%	755	0,45%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55062	16.03.2012 23:30	169455	close1 by tp	55065	19.03.2012 10:15	171235	1,05	1780	3	593,33333	287241,35	-145	-0,09%	1780	1,05%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55062	16.03.2012 23:30	169455	Close by trail	55069	19.03.2012 11:15	170286,722	0,49	1663,444	7	237,63486	288904,794	-145	-0,09%	2045	1,21%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55069	19.03.2012 11:15	170655	close1 by tp	55071	19.03.2012 11:45	169375	0,75	1280	2	640	290184,794	-65	-0,04%	1720	1,01%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55069	19.03.2012 11:15	170655	Close by trail	55095	19.03.2012 17:45	167226,725	2,01	6856,55	26	263,71346	297041,344	-65	-0,04%	4805	2,82%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55115	19.03.2012 22:45	168140	close1 by tp	55119	19.03.2012 23:45	167835	0,18	305	4	76,25	297346,344	-90	-0,05%	370	0,22%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55115	19.03.2012 22:45	168140	Close by trail	55124	20.03.2012 11:00	167753,107	0,23	773,786	9	85,97622	298120,13	-90	-0,05%	1215	0,72%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55146	20.03.2012 16:30	163655	close1 by tp	55152	20.03.2012 18:00	164170	0,31	515	6	85,83333	298635,13	-390	-0,24%	515	0,31%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55146	20.03.2012 16:30	163655	Close by trail	55158	20.03.2012 19:30	163415,14	-0,15	-479,72	12	-39,97667	298155,41	-239,86	-0,15%	785	0,48%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55161	20.03.2012 20:15	163435	close1 by tp	55173	20.03.2012 23:15	164015	0,35	580	12	48,33333	298735,41	-215	-0,13%	580	0,35%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55161	20.03.2012 20:15	163435	Close by trail	55178	21.03.2012 10:30	163919,398	0,3	968,796	17	56,988	299704,206	-215	-0,13%	1415	0,87%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55176	21.03.2012 10:00	164065	close1 by rsi	55178	21.03.2012 10:30	164725	-0,4	-660	2	-330	299044,206	-785	-0,48%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55176	21.03.2012 10:00	164065	close2 by rsi	55178	21.03.2012 10:30	164725	-0,4	-1320	2	-660	297724,206	-785	-0,48%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55200	21.03.2012 16:00	164480	close1 by sl	55201	21.03.2012 16:15	163490	-0,6	-990	1	-990	296734,206	-990	-0,60%	180	0,11%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55200	21.03.2012 16:00	164480	close2 by sl	55201	21.03.2012 16:15	163490	-0,6	-1980	1	-1980	294754,206	-990	-0,60%	180	0,11%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55221	21.03.2012 21:15	163945	close1 by tp	55231	21.03.2012 23:45	163765	0,11	180	10	18	294934,206	-320	-0,20%	285	0,17%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55221	21.03.2012 21:15	163945	Close by trail	55232	22.03.2012 10:00	164402,918	-0,28	-915,836	11	-83,25782	294018,37	-457,918	-0,28%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55278	22.03.2012 21:30	160225	close1 by tp	55280	22.03.2012 22:00	159915	0,19	310	2	155	294328,37	-120	-0,07%	310	0,19%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55278	22.03.2012 21:30	160225	Close by trail	55286	22.03.2012 23:30	160383,444	-0,1	-316,888	8	-39,611	294011,482	-158,444	-0,10%	565	0,35%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55286	22.03.2012 23:30	159880	close1 by tp	55287	22.03.2012 23:45	160515	0,4	635	1	635	294646,482	-30	-0,02%	635	0,40%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55286	22.03.2012 23:30	159880	Close by trail	55301	23.03.2012 13:15	160405,095	0,33	1050,19	15	70,01267	295696,672	-30	-0,02%	1785	1,12%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55291	23.03.2012 10:45	160570	close1 by sl	55295	23.03.2012 11:45	161570	-0,62	-1000	4	-250	294696,672	-1000	-0,62%	270	0,17%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55291	23.03.2012 10:45	160570	close2 by sl	55295	23.03.2012 11:45	161570	-0,62	-2000	4	-500	292696,672	-1000	-0,62%	270	0,17%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55333	23.03.2012 21:15	162730	close1 by rsi	55338	23.03.2012 22:30	162985	-0,16	-255	5	-51	292441,672	-290	-0,18%	75	0,05%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55333	23.03.2012 21:15	162730	close2 by rsi	55338	23.03.2012 22:30	162985	-0,16	-510	5	-102	291931,672	-290	-0,18%	75	0,05%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55346	26.03.2012 10:30	163245	close1 by sl	55348	26.03.2012 11:00	164225	-0,6	-980	2	-490	290951,672	-980	-0,60%	65	0,04%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55346	26.03.2012 10:30	163245	close2 by sl	55348	26.03.2012 11:00	164225	-0,6	-1960	2	-980	288991,672	-980	-0,60%	65	0,04%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55406	27.03.2012 11:30	166640	close1 by tp	55409	27.03.2012 12:15	167920	0,77	1280	3	426,66667	290271,672	-440	-0,26%	1480	0,89%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55406	27.03.2012 11:30	166640	Close by trail	55413	27.03.2012 13:15	166470,286	-0,1	-339,428	7	-48,48971	289932,244	-440	-0,26%	1480	0,89%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55438	27.03.2012 19:30	165150	close1 by rsi	55442	27.03.2012 20:30	165100	-0,03	-50	4	-12,5	289882,244	-160	-0,10%	320	0,19%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55438	27.03.2012 19:30	165150	close2 by rsi	55442	27.03.2012 20:30	165100	-0,03	-100	4	-25	289782,244	-160	-0,10%	320	0,19%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55464	28.03.2012 12:00	164505	close1 by tp	55466	28.03.2012 12:30	163730	0,47	775	2	387,5	290557,244	-50	-0,03%	775	0,47%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55464	28.03.2012 12:00	164505	Close by trail	55478	28.03.2012 15:30	161648,507	1,74	5712,986	14	408,07043	296270,23	-50	-0,03%	4140	2,52%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55552	29.03.2012 20:00	156010	close1 by tp	55554	29.03.2012 20:30	156415	0,26	405	2	202,5	296675,23	-110	-0,07%	525	0,34%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55552	29.03.2012 20:00	156010	Close by trail	55572	30.03.2012 11:00	158272,241	1,45	4524,482	20	226,2241	301199,712	-110	-0,07%	3750	2,40%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55618	30.03.2012 22:30	159715	close1 by tp	55620	30.03.2012 23:00	159235	0,3	480	2	240	301679,712	-30	-0,02%	480	0,30%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55618	30.03.2012 22:30	159715	Close by trail	55622	30.03.2012 23:30	159370,708	0,22	688,584	4	172,146	302368,296	-30	-0,02%	1100	0,69%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55621	30.03.2012 23:15	158695	close1 by tp	55625	02.04.2012 10:15	160640	1,23	1945	4	486,25	304313,296	-15	-0,01%	2385	1,50%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55621	30.03.2012 23:15	158695	Close by trail	55634	02.04.2012 12:30	160041,269	0,85	2692,538	13	207,11831	307005,834	-15	-0,01%	2855	1,80%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55628	02.04.2012 11:00	160950	close1 by tp	55635	02.04.2012 12:45	159680	0,79	1270	7	181,42857	308275,834	-600	-0,37%	1270	0,79%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55628	02.04.2012 11:00	160950	Close by trail	55640	02.04.2012 14:00	160667,594	0,18	564,812	12	47,06767	308840,646	-600	-0,37%	1705	1,06%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55667	02.04.2012 20:45	161010	close1 by tp	55681	03.04.2012 10:15	160965	0,03	45	14	3,21429	308885,646	-700	-0,43%	45	0,03%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55667	02.04.2012 20:45	161010	Close by trail	55685	03.04.2012 11:15	161673,822	-0,41	-1327,644	18	-73,758	307558,002	-663,822	-0,41%	385	0,24%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55720	03.04.2012 20:00	163185	close1 by rsi	55721	03.04.2012 20:15	162500	-0,42	-685	1	-685	306873,002	-865	-0,53%	45	0,03%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55720	03.04.2012 20:00	163185	close2 by rsi	55721	03.04.2012 20:15	162500	-0,42	-1370	1	-1370	305503,002	-865	-0,53%	45	0,03%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55765	04.04.2012 17:15	157770	close1 by tp	55768	04.04.2012 18:00	158470	0,44	700	3	233,33333	306203,002	-385	-0,24%	980	0,62%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55765	04.04.2012 17:15	157770	Close by trail	55797	05.04.2012 11:15	158580,051	0,51	1620,102	32	50,62819	307823,104	-695	-0,44%	2000	1,27%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55780	04.04.2012 21:00	158115	close1 by tp	55782	04.04.2012 21:30	157775	0,22	340	2	170	308163,104	-110	-0,07%	340	0,22%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55780	04.04.2012 21:00	158115	Close by trail	55789	04.04.2012 23:15	158829,795	-0,45	-1429,59	9	-158,84333	306733,514	-714,795	-0,45%	425	0,27%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55795	05.04.2012 10:45	159105	close1 by tp	55798	05.04.2012 11:30	158430	0,42	675	3	225	307408,514	-580	-0,36%	675	0,42%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55795	05.04.2012 10:45	159105	Close by trail	55811	05.04.2012 14:45	156766,23	1,47	4677,54	16	292,34625	312086,054	-580	-0,36%	3620	2,28%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55834	05.04.2012 20:30	160100	close1 by tp	55840	05.04.2012 22:00	159200	0,56	900	6	150	312986,054	-50	-0,03%	900	0,56%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55834	05.04.2012 20:30	160100	Close by trail	55845	05.04.2012 23:15	160024,217	0,05	151,566	11	13,77873	313137,62	-50	-0,03%	1075	0,67%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55852	06.04.2012 11:00	159500	close1 by rsi	55869	06.04.2012 15:15	159350	-0,09	-150	17	-8,82353	312987,62	-150	-0,09%	395	0,25%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55852	06.04.2012 11:00	159500	close2 by rsi	55869	06.04.2012 15:15	159350	-0,09	-300	17	-17,64706	312687,62	-150	-0,09%	395	0,25%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55895	06.04.2012 21:45	155880	close1 by tp	55898	06.04.2012 22:30	156170	0,19	290	3	96,66667	312977,62	-30	-0,02%	320	0,21%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55895	06.04.2012 21:45	155880	Close by trail	55904	09.04.2012 10:00	156100,214	0,14	440,428	9	48,93644	313418,048	0	0,00%	220,214	0,14%
Короткая	RTS_M1_2008_2015	1	Short pos 1	55902	06.04.2012 23:30	156105	close1 by rsi	55903	06.04.2012 23:45	156355	-0,16	-250	1	-250	313168,048	-535	-0,34%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	55902	06.04.2012 23:30	156105	close2 by rsi	55903	06.04.2012 23:45	156355	-0,16	-500	1	-500	312668,048	-535	-0,34%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	55962	10.04.2012 10:30	156205	close1 by tp	55965	10.04.2012 11:15	156935	0,47	730	3	243,33333	313398,048	-350	-0,22%	730	0,47%
Длинная	RTS_M1_2008_2015	2	Long pos 2	55962	10.04.2012 10:30	156205	Close by trail	55976	10.04.2012 14:00	156724,752	0,33	1039,504	14	74,25029	314437,552	-705	-0,45%	1865	1,19%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56023	11.04.2012 11:45	154560	close1 by tp	56024	11.04.2012 12:00	153625	0,6	935	1	935	315372,552	-180	-0,12%	935	0,60%
Короткая	RTS_M1_2008_2015	2	Short pos 2	56023	11.04.2012 11:45	154560	Close by trail	56028	11.04.2012 13:00	155174,559	-0,4	-1229,118	5	-245,8236	314143,434	-614,559	-0,40%	1160	0,75%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56045	11.04.2012 17:15	157680	close1 by rsi	56046	11.04.2012 17:30	157885	-0,13	-205	1	-205	313938,434	-320	-0,20%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	56045	11.04.2012 17:15	157680	close2 by rsi	56046	11.04.2012 17:30	157885	-0,13	-410	1	-410	313528,434	-320	-0,20%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	56054	11.04.2012 19:30	156280	close1 by tp	56064	11.04.2012 22:00	156725	0,28	445	10	44,5	313973,434	-500	-0,32%	445	0,28%
Длинная	RTS_M1_2008_2015	2	Long pos 2	56054	11.04.2012 19:30	156280	Close by trail	56071	11.04.2012 23:45	155925,171	-0,23	-709,658	17	-41,74459	313263,776	-500	-0,32%	595	0,38%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56065	11.04.2012 22:15	156505	close1 by tp	56069	11.04.2012 23:15	156125	0,24	380	4	95	313643,776	-215	-0,14%	380	0,24%
Короткая	RTS_M1_2008_2015	2	Short pos 2	56065	11.04.2012 22:15	156505	Close by trail	56072	12.04.2012 10:00	156676,38	-0,11	-342,76	7	-48,96571	313301,016	-171,38	-0,11%	580	0,37%
Длинная	RTS_M1_2008_2015	1	Long pos 1	56072	12.04.2012 10:00	156100	close1 by tp	56073	12.04.2012 10:15	157210	0,71	1110	1	1110	314411,016	0	0,00%	1430	0,92%
Длинная	RTS_M1_2008_2015	2	Long pos 2	56072	12.04.2012 10:00	156100	Close by trail	56075	12.04.2012 10:45	156083,003	-0,01	-33,994	3	-11,33133	314377,022	-16,997	-0,01%	1430	0,92%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56074	12.04.2012 10:30	157110	close1 by tp	56079	12.04.2012 11:45	155615	0,95	1495	5	299	315872,022	-35	-0,02%	1495	0,95%
Короткая	RTS_M1_2008_2015	2	Short pos 2	56074	12.04.2012 10:30	157110	Close by trail	56080	12.04.2012 12:00	156187,186	0,59	1845,628	6	307,60467	317717,65	-35	-0,02%	2545	1,62%
Длинная	RTS_M1_2008_2015	1	Long pos 1	56101	12.04.2012 17:15	155455	close1 by tp	56104	12.04.2012 18:00	157000	0,99	1545	3	515	319262,65	-60	-0,04%	1545	0,99%
Длинная	RTS_M1_2008_2015	2	Long pos 2	56101	12.04.2012 17:15	155455	Close by trail	56128	13.04.2012 10:00	157617,478	1,39	4324,956	27	160,18356	323587,606	-60	-0,04%	2725	1,75%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56111	12.04.2012 19:45	157180	close1 by rsi	56114	12.04.2012 20:30	157395	-0,14	-215	3	-71,66667	323372,606	-215	-0,14%	60	0,04%
Короткая	RTS_M1_2008_2015	2	Short pos 2	56111	12.04.2012 19:45	157180	close2 by rsi	56114	12.04.2012 20:30	157395	-0,14	-430	3	-143,33333	322942,606	-215	-0,14%	60	0,04%
Длинная	RTS_M1_2008_2015	1	Long pos 1	56130	13.04.2012 10:30	157590	close1 by tp	56132	13.04.2012 11:00	158155	0,36	565	2	282,5	323507,606	-285	-0,18%	1010	0,64%
Длинная	RTS_M1_2008_2015	2	Long pos 2	56130	13.04.2012 10:30	157590	Close by trail	56140	13.04.2012 13:00	157841,316	0,16	502,632	10	50,2632	324010,238	-285	-0,18%	1415	0,90%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56170	13.04.2012 20:30	157250	close1 by rsi	56172	13.04.2012 21:00	157415	-0,1	-165	2	-82,5	323845,238	-165	-0,10%	10	0,01%
Короткая	RTS_M1_2008_2015	2	Short pos 2	56170	13.04.2012 20:30	157250	close2 by rsi	56172	13.04.2012 21:00	157415	-0,1	-330	2	-165	323515,238	-165	-0,10%	10	0,01%
Длинная	RTS_M1_2008_2015	1	Long pos 1	56184	16.04.2012 10:00	157300	close1 by rsi	56185	16.04.2012 10:15	155865	-0,91	-1435	1	-1435	322080,238	-1435	-0,91%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	56184	16.04.2012 10:00	157300	close2 by rsi	56185	16.04.2012 10:15	155865	-0,91	-2870	1	-2870	319210,238	-1435	-0,91%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56214	16.04.2012 17:30	156555	close1 by tp	56217	16.04.2012 18:15	154365	1,4	2190	3	730	321400,238	-245	-0,16%	2190	1,40%
Короткая	RTS_M1_2008_2015	2	Short pos 2	56214	16.04.2012 17:30	156555	Close by trail	56231	16.04.2012 21:45	154199,098	1,5	4711,804	17	277,16494	326112,042	-245	-0,16%	3495	2,23%
Длинная	RTS_M1_2008_2015	1	Long pos 1	56229	16.04.2012 21:15	153465	close1 by tp	56231	16.04.2012 21:45	154115	0,42	650	2	325	326762,042	-195	-0,13%	650	0,42%
Длинная	RTS_M1_2008_2015	2	Long pos 2	56229	16.04.2012 21:15	153465	Close by trail	56240	17.04.2012 10:00	153781,518	0,21	633,036	11	57,54873	327395,078	-195	-0,13%	1230	0,80%
Короткая	RTS_M1_2008_2015	1	Short pos 1	56232	16.04.2012 22:00	154195	close1 by rsi	56239	16.04.2012 23:45	154465	-0,18	-270	7	-38,57143	327125,078	-270	-0,18%	245	0,16%
